                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    282,                0.81507,                0.68501,                  1.205,                0.78818,                0.70625,                0.74694,                0.61155,                0.83618,                 0.5392,                  1.206,               0.006535,               0.006535,               0.006535
                    283,                0.80307,                0.67923,                  1.196,                0.78883,                0.70593,                0.74697,                0.61145,                0.83626,                 0.5393,                  1.206,              0.0065226,              0.0065226,              0.0065226
                    284,                0.80978,                0.68908,                  1.201,                0.75746,                 0.7235,                0.74711,                0.61185,                0.83621,                0.53902,                 1.2059,              0.0065102,              0.0065102,              0.0065102
                    285,                0.81727,                0.68531,                 1.2015,                0.75788,                0.72361,                  0.747,                0.61199,                 0.8358,                0.53878,                 1.2052,              0.0064979,              0.0064979,              0.0064979
                    286,                0.81733,                0.68807,                 1.2031,                0.75821,                0.72403,                0.74688,                0.61123,                0.83566,                 0.5387,                 1.2051,              0.0064855,              0.0064855,              0.0064855
                    287,                0.80774,                0.68122,                 1.2003,                0.75802,                0.72443,                0.74679,                  0.611,                0.83563,                0.53829,                 1.2051,              0.0064731,              0.0064731,              0.0064731
                    288,                0.81566,                0.70214,                  1.202,                0.75765,                0.72517,                0.74664,                0.61117,                0.83569,                0.53795,                  1.205,              0.0064608,              0.0064608,              0.0064608
                    289,                0.81229,                 0.6901,                 1.2026,                0.75716,                0.72555,                0.74676,                0.61132,                 0.8357,                0.53792,                  1.205,              0.0064484,              0.0064484,              0.0064484
                    290,                0.79832,                 0.6801,                 1.1925,                0.75675,                0.72616,                0.74686,                0.61123,                0.83543,                 0.5378,                 1.2048,               0.006436,               0.006436,               0.006436
                    291,                0.81132,                0.68759,                 1.2014,                0.75764,                0.72763,                0.74696,                0.61134,                0.83537,                 0.5377,                 1.2048,              0.0064236,              0.0064236,              0.0064236
                    292,                0.80008,                0.67309,                 1.1932,                0.75718,                0.72787,                0.74717,                0.61175,                0.83553,                0.53761,                 1.2049,              0.0064112,              0.0064112,              0.0064112
                    293,                0.79959,                0.66848,                 1.1929,                 0.7572,                0.72787,                0.74718,                0.61151,                0.83565,                0.53747,                 1.2048,              0.0063989,              0.0063989,              0.0063989
                    294,                0.80182,                0.67085,                 1.1927,                0.75795,                0.72806,                0.74745,                0.61182,                0.83562,                0.53705,                 1.2048,              0.0063865,              0.0063865,              0.0063865
                    295,                0.81006,                0.68905,                 1.2023,                0.75791,                0.72784,                0.74733,                0.61207,                0.83516,                0.53691,                 1.2045,              0.0063741,              0.0063741,              0.0063741
                    296,                0.80004,                0.67449,                 1.1924,                0.75738,                0.72787,                0.74762,                0.61261,                0.83536,                0.53671,                 1.2044,              0.0063618,              0.0063618,              0.0063618
                    297,                0.80377,                0.67603,                 1.1946,                0.75709,                0.72787,                0.74747,                0.61257,                0.83515,                0.53704,                  1.204,              0.0063494,              0.0063494,              0.0063494
                    298,                0.80943,                0.67777,                 1.2017,                0.75628,                0.72787,                0.74757,                0.61249,                0.83499,                 0.5367,                 1.2039,               0.006337,               0.006337,               0.006337
                    299,                0.79903,                0.67699,                 1.1917,                0.75576,                0.72778,                0.74733,                0.61286,                  0.835,                0.53688,                 1.2039,              0.0063246,              0.0063246,              0.0063246
                    300,                0.80502,                0.67486,                 1.1955,                0.75555,                0.72777,                0.74744,                0.61271,                0.83507,                0.53681,                 1.2038,              0.0063122,              0.0063122,              0.0063122
                    301,                0.81111,                0.67329,                 1.2006,                 0.7557,                0.72777,                0.74756,                0.61249,                0.83483,                0.53696,                 1.2037,              0.0062999,              0.0062999,              0.0062999
                    302,                0.80165,                0.68067,                 1.1901,                0.75591,                0.72771,                0.74753,                0.61312,                0.83474,                0.53677,                 1.2036,              0.0062875,              0.0062875,              0.0062875
                    303,                0.80395,                 0.6688,                 1.1877,                0.75658,                0.72753,                0.74774,                0.61291,                 0.8346,                0.53648,                 1.2035,              0.0062751,              0.0062751,              0.0062751
                    304,                0.78876,                0.66488,                 1.1863,                0.75669,                0.72727,                0.74775,                0.61285,                0.83428,                0.53641,                 1.2033,              0.0062628,              0.0062628,              0.0062628
                    305,                0.78979,                0.66561,                 1.1878,                0.75683,                0.72709,                0.74795,                0.61326,                0.83426,                0.53564,                 1.2032,              0.0062504,              0.0062504,              0.0062504
                    306,                0.79394,                0.66904,                 1.1894,                0.75634,                0.72697,                0.74805,                0.61363,                0.83408,                0.53545,                  1.203,               0.006238,               0.006238,               0.006238
                    307,                0.79923,                0.67049,                 1.1858,                0.75684,                  0.727,                0.74815,                0.61372,                0.83399,                0.53523,                  1.203,              0.0062256,              0.0062256,              0.0062256
                    308,                0.79965,                0.65953,                  1.187,                0.75727,                0.72678,                0.74812,                0.61368,                 0.8339,                0.53538,                 1.2029,              0.0062132,              0.0062132,              0.0062132
                    309,                0.79162,                0.66648,                 1.1845,                 0.7586,                0.72689,                 0.7481,                0.61409,                0.83354,                0.53491,                 1.2027,              0.0062009,              0.0062009,              0.0062009
                    310,                0.79914,                0.66281,                 1.1869,                0.75866,                0.72684,                0.74828,                0.61442,                0.83318,                0.53466,                 1.2024,              0.0061885,              0.0061885,              0.0061885
                    311,                0.79622,                 0.6656,                 1.1853,                0.76127,                0.72885,                0.74854,                0.61402,                0.83309,                0.53448,                 1.2023,              0.0061761,              0.0061761,              0.0061761
                    312,                0.79399,                0.65809,                 1.1871,                0.76196,                0.72939,                0.74877,                0.61432,                0.83301,                0.53415,                 1.2021,              0.0061637,              0.0061637,              0.0061637
                    313,                0.78027,                0.65992,                 1.1776,                 0.7611,                0.72959,                0.74876,                 0.6143,                0.83307,                 0.5341,                  1.202,              0.0061514,              0.0061514,              0.0061514
                    314,                0.79723,                0.66154,                 1.1882,                0.76235,                0.73078,                0.74898,                0.61494,                0.83331,                0.53399,                 1.2021,               0.006139,               0.006139,               0.006139
                    315,                0.78698,                0.66423,                 1.1822,                 0.7627,                0.73155,                0.74914,                0.61526,                 0.8333,                0.53388,                 1.2022,              0.0061266,              0.0061266,              0.0061266
                    316,                0.79072,                0.65261,                 1.1856,                0.76326,                0.73103,                0.74936,                0.61535,                0.83325,                0.53428,                 1.2021,              0.0061142,              0.0061142,              0.0061142
                    317,                0.79724,                0.65981,                 1.1837,                0.76269,                0.73188,                0.74999,                0.61545,                0.83348,                0.53378,                 1.2023,              0.0061019,              0.0061019,              0.0061019
                    318,                0.79023,                0.65848,                 1.1792,                0.76196,                0.73236,                 0.7501,                0.61572,                0.83338,                0.53379,                 1.2021,              0.0060895,              0.0060895,              0.0060895
                    319,                0.79861,                0.66035,                 1.1862,                0.76195,                0.73233,                0.75024,                0.61597,                0.83316,                0.53338,                 1.2018,              0.0060771,              0.0060771,              0.0060771
                    320,                0.78601,                0.65935,                 1.1778,                0.76289,                0.73318,                0.75022,                0.61558,                0.83303,                0.53278,                 1.2017,              0.0060647,              0.0060647,              0.0060647
                    321,                0.79898,                 0.6637,                 1.1857,                  0.763,                0.73313,                0.75004,                0.61589,                0.83299,                0.53294,                 1.2016,              0.0060524,              0.0060524,              0.0060524
                    322,                0.78983,                0.64198,                 1.1823,                0.76445,                0.73305,                 0.7497,                0.61614,                  0.833,                0.53275,                 1.2015,                0.00604,                0.00604,                0.00604
                    323,                0.78911,                 0.6551,                 1.1837,                0.76536,                0.73283,                 0.7495,                0.61623,                0.83302,                0.53259,                 1.2015,              0.0060276,              0.0060276,              0.0060276
                    324,                0.79332,                0.65365,                 1.1845,                0.76482,                0.73294,                0.74949,                0.61586,                0.83297,                 0.5322,                 1.2012,              0.0060152,              0.0060152,              0.0060152
                    325,                0.78751,                0.65434,                 1.1836,                0.76338,                0.73221,                0.74945,                0.61563,                0.83291,                 0.5324,                 1.2012,              0.0060029,              0.0060029,              0.0060029
                    326,                0.79233,                0.65292,                 1.1767,                0.76497,                0.73322,                0.74948,                0.61559,                0.83314,                0.53173,                  1.201,              0.0059905,              0.0059905,              0.0059905
                    327,                0.78244,                0.65563,                 1.1763,                 0.7652,                0.73326,                0.74959,                0.61642,                0.83331,                0.53172,                 1.2012,              0.0059781,              0.0059781,              0.0059781
                    328,                0.79616,                0.66387,                 1.1878,                0.76472,                0.73322,                0.74947,                0.61579,                0.83348,                0.53199,                 1.2011,              0.0059658,              0.0059658,              0.0059658
                    329,                0.79152,                0.65991,                 1.1821,                0.76635,                0.73295,                0.74987,                0.61533,                 0.8335,                0.53161,                 1.2011,              0.0059534,              0.0059534,              0.0059534
                    330,                0.78698,                0.65832,                 1.1834,                0.76669,                  0.733,                0.74988,                0.61599,                0.83335,                0.53152,                 1.2011,               0.005941,               0.005941,               0.005941
                    331,                 0.7886,                0.65805,                 1.1851,                0.76755,                 0.7326,                0.74995,                0.61582,                0.83301,                0.53108,                 1.2006,              0.0059286,              0.0059286,              0.0059286
                    332,                0.78702,                0.64975,                   1.18,                0.76687,                0.73161,                0.74971,                0.61547,                  0.833,                0.53103,                 1.2006,              0.0059163,              0.0059163,              0.0059163
                    333,                0.78758,                0.65922,                 1.1799,                0.76695,                0.73163,                0.74987,                0.61561,                0.83295,                0.53113,                 1.2004,              0.0059039,              0.0059039,              0.0059039
                    334,                0.78735,                0.65574,                 1.1786,                0.76653,                0.73183,                0.74984,                 0.6157,                0.83292,                0.53121,                 1.2003,              0.0058915,              0.0058915,              0.0058915
                    335,                0.78658,                0.65581,                 1.1812,                 0.7666,                0.73174,                 0.7499,                0.61592,                0.83293,                0.53097,                 1.2001,              0.0058791,              0.0058791,              0.0058791
                    336,                0.77314,                 0.6402,                 1.1727,                0.76596,                0.73152,                0.74988,                0.61565,                0.83275,                0.53073,                    1.2,              0.0058668,              0.0058668,              0.0058668
                    337,                0.79245,                0.66419,                 1.1857,                0.76667,                0.73188,                0.75003,                0.61595,                0.83293,                0.53073,                 1.1998,              0.0058544,              0.0058544,              0.0058544
                    338,                0.77339,                0.63312,                 1.1717,                0.76647,                0.73205,                0.75019,                0.61625,                0.83291,                0.53084,                 1.1999,               0.005842,               0.005842,               0.005842
                    339,                0.78748,                0.65156,                 1.1755,                0.76636,                0.73184,                 0.7499,                0.61621,                0.83267,                0.53095,                 1.1997,              0.0058296,              0.0058296,              0.0058296
                    340,                0.76816,                0.64551,                 1.1657,                0.76665,                0.73135,                0.74998,                0.61637,                0.83266,                 0.5308,                 1.1995,              0.0058173,              0.0058173,              0.0058173
                    341,                0.78615,                0.64875,                 1.1777,                0.76675,                0.73068,                0.74999,                 0.6164,                0.83267,                0.53088,                 1.1995,              0.0058049,              0.0058049,              0.0058049
                    342,                 0.7781,                0.63368,                 1.1674,                0.76652,                0.73025,                0.75005,                0.61629,                0.83276,                0.53132,                 1.1993,              0.0057925,              0.0057925,              0.0057925
                    343,                0.77754,                0.64457,                 1.1704,                0.76675,                0.73003,                0.75012,                0.61661,                0.83269,                0.53142,                 1.1992,              0.0057801,              0.0057801,              0.0057801
                    344,                0.77537,                0.63269,                 1.1748,                0.76672,                0.72994,                0.75003,                0.61646,                0.83269,                0.53136,                 1.1993,              0.0057678,              0.0057678,              0.0057678
                    345,                0.77708,                 0.6417,                 1.1696,                0.76683,                0.72991,                0.74975,                0.61648,                 0.8329,                0.53159,                 1.1994,              0.0057554,              0.0057554,              0.0057554
                    346,                0.78352,                0.64801,                  1.169,                0.76702,                0.72991,                0.74967,                0.61637,                0.83268,                0.53128,                  1.199,               0.005743,               0.005743,               0.005743
                    347,                0.77362,                0.63937,                  1.169,                0.76684,                0.72957,                0.74957,                0.61648,                0.83286,                0.53125,                  1.199,              0.0057306,              0.0057306,              0.0057306
                    348,                0.78265,                0.65491,                 1.1749,                0.76697,                 0.7295,                0.74995,                0.61714,                0.83277,                0.53124,                 1.1989,              0.0057183,              0.0057183,              0.0057183
                    349,                 0.7768,                0.63906,                 1.1653,                0.76801,                0.73058,                0.75077,                0.61715,                0.83271,                0.53155,                 1.1989,              0.0057059,              0.0057059,              0.0057059
                    350,                 0.7698,                0.63715,                 1.1664,                0.76801,                0.73028,                0.75072,                0.61733,                0.83273,                0.53135,                 1.1988,              0.0056935,              0.0056935,              0.0056935
                    351,                0.79071,                0.65524,                 1.1759,                0.76791,                0.72999,                0.75075,                0.61741,                0.83265,                0.53108,                 1.1988,              0.0056811,              0.0056811,              0.0056811
                    352,                0.76841,                 0.6293,                 1.1616,                0.76772,                0.72967,                0.75069,                0.61732,                0.83266,                0.53098,                 1.1986,              0.0056688,              0.0056688,              0.0056688
                    353,                0.77697,                0.64482,                  1.169,                0.76779,                0.72972,                0.75096,                0.61779,                0.83266,                0.53104,                 1.1985,              0.0056564,              0.0056564,              0.0056564
                    354,                0.76843,                0.63486,                 1.1586,                0.76796,                0.72977,                0.75106,                0.61744,                0.83271,                0.53121,                 1.1985,               0.005644,               0.005644,               0.005644
                    355,                0.77858,                 0.6493,                 1.1729,                0.76775,                 0.7292,                0.75092,                0.61742,                0.83279,                0.53093,                 1.1986,              0.0056316,              0.0056316,              0.0056316
                    356,                0.77358,                0.63655,                 1.1691,                0.76761,                0.72799,                 0.7512,                0.61756,                0.83263,                0.53075,                 1.1984,              0.0056193,              0.0056193,              0.0056193
                    357,                 0.7805,                0.64753,                 1.1741,                0.76789,                0.72775,                0.75101,                0.61764,                0.83329,                0.53076,                 1.1992,              0.0056069,              0.0056069,              0.0056069
                    358,                0.77749,                0.64065,                 1.1671,                0.76786,                0.72766,                0.75098,                0.61785,                0.83338,                0.53099,                 1.1991,              0.0055945,              0.0055945,              0.0055945
                    359,                0.77928,                0.63971,                 1.1688,                0.76826,                0.72748,                0.75102,                0.61779,                0.83341,                0.53142,                 1.1992,              0.0055821,              0.0055821,              0.0055821
                    360,                0.76188,                0.63514,                 1.1631,                0.76825,                0.72744,                0.75104,                0.61738,                0.83353,                0.53124,                 1.1991,              0.0055698,              0.0055698,              0.0055698
                    361,                0.78049,                0.63562,                 1.1709,                0.76831,                 0.7274,                0.75082,                0.61701,                0.83357,                0.53126,                  1.199,              0.0055574,              0.0055574,              0.0055574
                    362,                0.76812,                0.63502,                 1.1652,                0.76785,                0.72741,                0.75095,                0.61728,                0.83351,                0.53129,                 1.1988,               0.005545,               0.005545,               0.005545
                    363,                0.76702,                0.62966,                 1.1608,                0.76788,                  0.728,                0.75102,                0.61705,                0.83343,                0.53103,                 1.1987,              0.0055326,              0.0055326,              0.0055326
                    364,                0.76943,                 0.6445,                 1.1669,                0.76817,                0.72782,                0.75089,                0.61708,                0.83348,                0.53091,                 1.1987,              0.0055202,              0.0055202,              0.0055202
                    365,                0.78169,                0.63532,                 1.1709,                0.76818,                0.72771,                0.75102,                0.61711,                0.83326,                0.53063,                 1.1987,              0.0055079,              0.0055079,              0.0055079
                    366,                0.76111,                0.62706,                 1.1614,                0.76829,                0.72763,                0.75096,                0.61729,                 0.8332,                0.53051,                 1.1986,              0.0054955,              0.0054955,              0.0054955
                    367,                0.77319,                0.63448,                 1.1646,                0.76792,                0.72781,                0.75095,                0.61732,                0.83307,                0.53049,                 1.1986,              0.0054831,              0.0054831,              0.0054831
                    368,                0.77168,                0.63275,                 1.1641,                0.76783,                0.72783,                0.75091,                0.61716,                0.83345,                0.53039,                 1.1989,              0.0054707,              0.0054707,              0.0054707
                    369,                0.77516,                0.62881,                 1.1616,                0.76741,                0.72779,                0.75094,                0.61773,                0.83326,                   0.53,                 1.1988,              0.0054584,              0.0054584,              0.0054584
                    370,                 0.7666,                0.63262,                 1.1662,                0.77365,                0.72672,                0.75087,                0.61796,                0.83319,                0.52993,                 1.1986,               0.005446,               0.005446,               0.005446
                    371,                0.77711,                0.63374,                 1.1668,                0.77437,                0.72672,                0.75086,                0.61874,                0.83324,                 0.5298,                 1.1985,              0.0054336,              0.0054336,              0.0054336
                    372,                0.77739,                0.62159,                 1.1623,                0.77458,                0.72672,                0.75111,                0.61898,                0.83295,                0.52949,                 1.1984,              0.0054212,              0.0054212,              0.0054212
                    373,                0.76945,                0.61928,                 1.1638,                0.77347,                0.72682,                0.75124,                0.61935,                0.83314,                0.52933,                 1.1986,              0.0054089,              0.0054089,              0.0054089
                    374,                0.76292,                0.63058,                 1.1599,                0.77358,                0.72672,                0.75152,                0.61985,                0.83286,                 0.5291,                 1.1983,              0.0053965,              0.0053965,              0.0053965
                    375,                0.76405,                0.62908,                 1.1578,                0.77459,                 0.7259,                0.75148,                0.61948,                0.83283,                0.52904,                 1.1981,              0.0053841,              0.0053841,              0.0053841
                    376,                0.77508,                0.63137,                 1.1625,                0.77447,                0.72467,                0.75176,                0.61981,                0.83283,                0.52855,                 1.1982,              0.0053717,              0.0053717,              0.0053717
                    377,                 0.7656,                0.61927,                 1.1611,                0.77667,                0.72631,                0.75222,                0.62046,                0.83286,                0.52827,                 1.1981,              0.0053594,              0.0053594,              0.0053594
                    378,                0.76753,                0.62499,                 1.1621,                0.77475,                0.72373,                0.75241,                0.62094,                0.83322,                0.52823,                 1.1983,               0.005347,               0.005347,               0.005347
                    379,                0.75971,                0.61845,                 1.1588,                0.77389,                0.72529,                0.75251,                0.62095,                 0.8334,                0.52817,                 1.1983,              0.0053346,              0.0053346,              0.0053346
                    380,                0.76977,                0.62455,                 1.1621,                0.77513,                0.72397,                0.75258,                0.62054,                0.83341,                0.52788,                 1.1983,              0.0053223,              0.0053223,              0.0053223
                    381,                0.76979,                0.62602,                 1.1629,                0.77764,                 0.7261,                0.75276,                0.62064,                0.83324,                0.52805,                 1.1981,              0.0053099,              0.0053099,              0.0053099
                    382,                0.76766,                0.62636,                 1.1655,                0.77723,                0.72624,                0.75282,                0.62057,                0.83314,                 0.5279,                  1.198,              0.0052975,              0.0052975,              0.0052975
                    383,                0.76505,                0.61777,                 1.1604,                0.77734,                 0.7262,                0.75301,                0.62117,                0.83298,                0.52767,                 1.1979,              0.0052851,              0.0052851,              0.0052851
                    384,                0.75564,                0.61957,                 1.1529,                0.77786,                0.72583,                0.75318,                0.62192,                0.83288,                0.52749,                 1.1978,              0.0052727,              0.0052727,              0.0052727
                    385,                0.75461,                0.61759,                 1.1531,                0.77796,                0.72552,                 0.7532,                0.62161,                0.83286,                0.52738,                 1.1976,              0.0052604,              0.0052604,              0.0052604
                    386,                0.75042,                0.60474,                 1.1487,                0.77802,                0.72532,                0.75307,                0.62165,                0.83279,                0.52733,                 1.1975,               0.005248,               0.005248,               0.005248
                    387,                0.75911,                0.61184,                 1.1585,                0.77776,                0.72581,                0.75299,                0.62186,                0.83277,                0.52724,                 1.1974,              0.0052356,              0.0052356,              0.0052356
                    388,                0.76489,                0.61862,                 1.1547,                0.77747,                0.72633,                0.75302,                0.62155,                0.83275,                0.52652,                 1.1975,              0.0052233,              0.0052233,              0.0052233
                    389,                0.77174,                0.63361,                 1.1673,                0.77821,                0.72582,                0.75287,                0.62137,                0.83268,                0.52633,                 1.1973,              0.0052109,              0.0052109,              0.0052109
                    390,                0.76331,                0.61957,                 1.1566,                0.77978,                0.72592,                0.75304,                0.62185,                0.83263,                0.52627,                 1.1972,              0.0051985,              0.0051985,              0.0051985
                    391,                0.76062,                0.61289,                 1.1524,                0.77928,                0.72524,                0.75308,                0.62143,                0.83254,                0.52646,                 1.1971,              0.0051861,              0.0051861,              0.0051861
                    392,                0.75953,                0.61476,                  1.154,                 0.7784,                0.72547,                0.75323,                0.62208,                0.83237,                0.52646,                 1.1969,              0.0051737,              0.0051737,              0.0051737
                    393,                0.75724,                0.62052,                  1.157,                0.77831,                0.72621,                0.75314,                0.62213,                0.83218,                0.52644,                 1.1967,              0.0051614,              0.0051614,              0.0051614
                    394,                0.75449,                0.60499,                 1.1511,                0.77823,                0.72583,                0.75321,                0.62182,                0.83234,                0.52655,                 1.1966,               0.005149,               0.005149,               0.005149
                    395,                 0.7585,                0.61939,                 1.1589,                0.77888,                0.72555,                0.75321,                0.62172,                0.83188,                0.52633,                 1.1964,              0.0051366,              0.0051366,              0.0051366
                    396,                0.76437,                0.62017,                 1.1553,                0.77864,                0.72576,                0.75343,                0.62225,                0.83207,                 0.5261,                 1.1964,              0.0051243,              0.0051243,              0.0051243
                    397,                0.75491,                0.61189,                 1.1515,                0.77857,                0.72512,                0.75346,                0.62252,                0.83156,                0.52664,                 1.1961,              0.0051119,              0.0051119,              0.0051119
                    398,                0.75883,                0.60766,                 1.1505,                0.77896,                0.72473,                0.75365,                0.62238,                0.83146,                0.52621,                 1.1959,              0.0050995,              0.0050995,              0.0050995
                    399,                0.75052,                0.59593,                  1.144,                0.77934,                0.72456,                0.75355,                0.62221,                0.83115,                 0.5259,                 1.1956,              0.0050871,              0.0050871,              0.0050871
                    400,                0.76177,                0.61586,                 1.1547,                0.77912,                0.72402,                0.75366,                0.62237,                0.83089,                0.52572,                 1.1955,              0.0050747,              0.0050747,              0.0050747
                    401,                0.76582,                0.61978,                 1.1537,                0.77853,                0.72469,                0.75369,                0.62272,                 0.8309,                0.52579,                 1.1955,              0.0050624,              0.0050624,              0.0050624
                    402,                0.74948,                0.60243,                 1.1439,                0.77881,                0.72445,                0.75378,                0.62222,                0.83064,                0.52547,                 1.1952,                0.00505,                0.00505,                0.00505
                    403,                0.74976,                0.60765,                 1.1466,                0.77976,                0.72432,                  0.754,                0.62262,                0.83063,                0.52551,                 1.1952,              0.0050376,              0.0050376,              0.0050376
                    404,                0.75486,                0.60544,                 1.1488,                0.78225,                0.72628,                0.75668,                0.62351,                0.83047,                0.52514,                  1.195,              0.0050253,              0.0050253,              0.0050253
                    405,                0.75292,                0.60967,                 1.1515,                0.78064,                0.72452,                0.75436,                0.62321,                0.83049,                 0.5251,                 1.1948,              0.0050129,              0.0050129,              0.0050129
                    406,                0.74948,                0.59994,                 1.1475,                0.78367,                0.72645,                0.75694,                0.62408,                0.83067,                0.52506,                 1.1949,              0.0050005,              0.0050005,              0.0050005
                    407,                0.74439,                 0.6032,                 1.1464,                0.78505,                0.72574,                0.75698,                0.62418,                0.83051,                0.52503,                 1.1947,              0.0049881,              0.0049881,              0.0049881
                    408,                0.75164,                0.60692,                 1.1533,                 0.7853,                0.72454,                0.75685,                0.62419,                 0.8302,                0.52543,                 1.1944,              0.0049758,              0.0049758,              0.0049758
                    409,                0.75031,                0.60252,                 1.1495,                0.78558,                0.72494,                0.75692,                0.62418,                0.83019,                0.52533,                 1.1943,              0.0049634,              0.0049634,              0.0049634
                    410,                0.75011,                0.60543,                 1.1467,                0.78527,                0.72475,                0.75693,                0.62455,                0.83018,                0.52527,                 1.1942,               0.004951,               0.004951,               0.004951
                    411,                0.74414,                0.59993,                 1.1395,                0.78539,                0.72497,                0.75709,                0.62476,                0.83024,                 0.5251,                 1.1942,              0.0049386,              0.0049386,              0.0049386
                    412,                0.74494,                 0.6046,                  1.148,                0.78505,                0.72495,                0.75698,                0.62441,                0.83029,                 0.5255,                 1.1941,              0.0049263,              0.0049263,              0.0049263
                    413,                0.74517,                0.59534,                 1.1481,                0.78529,                 0.7252,                0.75697,                0.62424,                0.83033,                0.52529,                 1.1941,              0.0049139,              0.0049139,              0.0049139
                    414,                0.75011,                0.61156,                 1.1554,                0.78615,                0.72416,                0.75707,                0.62424,                0.83043,                 0.5258,                 1.1942,              0.0049015,              0.0049015,              0.0049015
                    415,                0.75595,                0.60828,                  1.149,                0.78547,                0.72436,                0.75678,                0.62424,                0.83045,                 0.5259,                 1.1941,              0.0048891,              0.0048891,              0.0048891
